ItinID,MktID,MktCoupons,Year,Quarter,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCountry,OriginStateFips,OriginState,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCountry,DestStateFips,DestState,DestStateName,DestWac,AirportGroup,WacGroup,TkCarrierChange,TkCarrierGroup,OpCarrierChange,OpCarrierGroup,RPCarrier,TkCarrier,OpCarrier,BulkFare,Passengers,ItinGeoType,MktGeoType,MktDistanceGroup,MktFare,MktDistance,MktMilesFlown,NonStopMiles
202000000000.0,20200000000000.0,1,2015,1,10397,1315802,31703,DAL,US,48,TX,Texas,74,13232,1323202,30325,MDW,US,17,IL,Illinois,41,MCO:MSY,36:38:64:64,0,WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,180.7331174363735,417,1622,276
202000000000.0,20200000000000.0,1,2015,1,13232,1323202,30977,MDW,US,17,IL,Illinois,41,13232,1323202,30977,MDW,US,17,IL,Illinois,41,MCO:AUS,3:33:41,0,WN,0,WN,WN,WN,WN,0,2,2,2,2,105.58899565323478,528,1131,352
202000000000.0,20200000000000.0,1,2015,1,13232,1299204,30977,LAX,US,4,NV,California,45,13198,1069302,34100,SNA,US,8,MO,New Jersey,92,MAF:HOU,72:64,0,WN:WN,0,WN,WN,WN,WN,0,2,2,2,1,80.23250448778893,601,986,692
202000000000.0,20200000000000.0,2,2015,1,12892,1289605,30852,LAX,US,6,NV,Arkansas,91,13495,1039705,32600,AUS,US,48,TX,Washington,72,MCO:MHT,33:38:00,0,WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,171.5453369908547,112,1054,152
202000000000.0,20200000000000.0,1,2015,1,13232,1323202,30977,MDW,US,17,IL,Illinois,41,13232,1323202,30977,MDW,US,17,VA,Illinois,41,MDW:DAL,41:34:33,0,WN,0,WN,WN,WN,WN,0,3,2,2,1,77.60888935057555,334,1131,467
202000000000.0,20200000000000.0,1,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,10423,1014003,34819,PIT,US,39,NV,Nevada,3,MCO:MCI,33:03:00,0,WN,0,WN,WN,WN,WN,0,1,2,2,2,-25.122522542709152,1198,1575,748
202000000000.0,20200000000000.0,2,2015,1,13198,1348702,30466,ABQ,US,29,AR,Arkansas,64,10821,1082103,30928,PHX,US,42,NV,California,81,SJU:BWI:MDW,64:72,0,WN:--,1,WN,WN,WN,99,0,2,2,2,1,166.4994839578012,689,1201,1343
202000000000.0,20200000000000.0,2,2015,1,11292,1014003,30194,BHM,US,32,FL,Rhode Island,82,13198,1319801,30693,MCI,US,29,MO,Missouri,64,MCO:IND,33:35:12,0,WN,0,WN:WN,WN,WN,WN,0,2,2,2,3,225.29174740002662,600,1341,889
202000000000.0,20200000000000.0,1,2015,1,10821,1410702,32206,SJU,US,24,NC,Wisconsin,3,13204,1320402,31454,MCO,US,12,FL,Florida,33,MSY:MCO,38:41:00,0,WN,0,WN,WN,WN,WN,0,5,2,2,3,339.6002044350889,1452,1105,895
202000000000.0,20200000000000.0,2,2015,1,12892,1319801,30436,MCI,US,6,WA,Missouri,91,12992,1143302,31066,PDX,US,29,MO,Missouri,64,RSW:MDW:MCI,91:81:64,0,WN,0,WN,WN,WN,WN,0,1,2,2,3,100.57085389749633,380,3083,371
202000000000.0,20200000000000.0,1,2015,1,12953,1125903,33495,MKE,US,25,CA,California,92,13198,1319801,33198,IND,US,29,MO,Missouri,64,MCI:RSW,13:23:41:64,0,WN,0,WN,WN,WN,WN,0,1,2,2,1,382.112031766593,204,1889,528
202000000000.0,20200000000000.0,1,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,14492,1233904,30325,STL,US,47,MA,Missouri,3,PHL:RDU:MCI,85:64,0,WN,0,WN:WN,WN,WN,WN,0,1,2,2,3,75.8306029244346,954,1020,908
202000000000.0,20200000000000.0,1,2015,1,14100,1530402,30615,CLT,US,41,MI,Maryland,44,13204,1320402,31454,MCO,US,12,FL,Florida,33,MSY:LGA,64:91,0,WN,0,WN,WN,WN,WN,0,1,2,2,3,192.1282824840216,961,2099,726
202000000000.0,20200000000000.0,2,2015,1,13198,1319801,33198,MCI,US,29,CA,Missouri,64,11292,1320402,30647,BNA,US,12,AZ,South Carolina,33,MCO:MDW,91:82,0,WN,0,WN:WN,WN,WN,WN,0,1,2,2,2,144.0790518598943,282,2721,758
202000000000.0,20200000000000.0,1,2015,1,12339,1039705,31423,AUS,US,5,TN,Wisconsin,74,13232,1474703,30977,MDW,US,17,IL,Illinois,41,AUS:MDW,74:74:91,0,WN,0,WN:WN,WN,WN,WN,0,4,2,2,1,129.70640487060717,269,1497,327
202000000000.0,20200000000000.0,2,2015,1,14869,1245102,32600,MCI,US,6,CA,California,13,12191,1319801,33198,MCI,US,29,MO,North Carolina,64,SEA:LAX,64:22:00,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,3,176.39242102928765,258,1682,724
202000000000.0,20200000000000.0,2,2015,1,13198,1319801,33198,MCI,US,29,MO,New York,22,14843,1299204,31453,HOU,US,48,TX,Puerto Rico,74,MCI:TPA,74:74:74,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,289.36516159721566,160,1973,182
202000000000.0,20200000000000.0,2,2015,1,12191,1295302,31703,MCI,US,5,MO,New York,35,12889,1239102,33214,BOS,US,12,CO,Florida,33,MDW:DEN,44:22:00,0,WN,0,WN:WN,WN,WN,WN,0,1,2,2,2,133.1624137584363,626,899,407
202000000000.0,20200000000000.0,2,2015,1,14100,1320402,32467,ICT,US,5,FL,Florida,33,13198,1319801,30647,MCI,US,29,AR,Missouri,64,BWI:MCI,91:91:81:74,0,WN:WN,0,WN,WN,WN,WN,0,1,2,2,3,269.93637753482386,860,1640,339
202000000000.0,20200000000000.0,1,2015,1,11433,1069302,30194,MCO,US,12,FL,Texas,33,12892,1289203,32575,LAX,US,6,CA,California,91,IND:MCO,73:81:91,0,WN,0,WN,WN,WN,WN,0,1,2,2,2,138.17834270892692,1076,1852,1106
202000000000.0,20200000000000.0,1,2015,1,10397,1288903,32457,ATL,US,12,GA,Ohio,33,13232,1323202,30977,MDW,US,17,IL,Illinois,41,BNA:MDW,44:41:00,0,WN,0,WN,WN,WN,WN,0,10,2,2,3,187.0480645655403,1048,1105,244
202000000000.0,20200000000000.0,2,2015,1,13342,1295302,33198,LIT,US,6,CA,North Carolina,35,10423,1320402,31454,TUL,US,12,FL,Florida,33,STL:LAX,91:74,0,WN,0,WN,WN,WN,WN,0,1,2,2,2,181.2393394224953,734,1529,2024
202000000000.0,20200000000000.0,2,2015,1,12992,1014003,32600,LGA,US,36,NY,New Mexico,35,13204,1219102,32600,LIT,US,12,FL,Florida,33,LAX:MCI,91:54:00,0,WN,0,WN:WN,WN,WN,WN,0,1,2,2,3,230.14381770215755,349,2305,911
202000000000.0,20200000000000.0,1,2015,1,10397,1080003,32575,BNA,US,39,VA,Georgia,51,13232,1323202,30977,MDW,US,17,IL,Illinois,41,BHM:MDW,33:64:64,0,WN,0,WN,WN,WN,WN,0,1,2,2,3,104.38960414552301,560,578,619
202000000000.0,20200000000000.0,1,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,12953,1323202,32211,BDL,US,47,CO,Tennessee,63,MCO:DAY,0.973611111,0,WN,0,WN,WN,WN,WN,0,2,2,2,2,111.68195764673338,962,1041,467
202000000000.0,20200000000000.0,3,2015,1,11278,1474703,33158,CLE,US,12,CA,Florida,33,13198,1319801,33198,MCI,US,29,MO,Missouri,64,MCI:MDW:CHS,64:92,0,WN,0,WN,WN,WN,WN,0,1,2,2,3,123.10162947185798,371,822,725
202000000000.0,20200000000000.0,2,2015,1,12953,1315802,31703,LIT,US,48,TX,Texas,74,12896,1219102,32896,LBB,US,48,TX,Texas,74,CLT:MDW,74:74:74,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,232.42436771346524,8,759,53
202000000000.0,20200000000000.0,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,14107,1082103,30559,LAS,US,41,CO,Arizona,13,MDW:CLT,41:34:00,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,5,145.81742744922593,322,3102,2325
202000000000.0,20200000000000.0,1,2015,1,11292,1052904,34819,SJU,US,24,KY,Puerto Rico,44,13204,1320402,31454,MCO,US,12,FL,Florida,33,MSY:MCO,64:33:00,0,WN,0,WN,WN,WN,WN,0,4,2,2,3,196.1447391843,1148,1631,1206
202000000000.0,20200000000000.0,2,2015,1,14100,1289203,32211,LAX,US,6,CA,Louisiana,91,13198,1319801,33198,MCI,US,29,MO,Missouri,64,EWR:MDW:MCI,91:81,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,2,397.28185239165816,77,1357,670
202000000000.0,20200000000000.0,1,2015,1,13232,1323202,30977,MDW,US,17,IL,Illinois,41,12889,1106603,31703,STL,US,36,VA,Maryland,3,MCI:TPA:SJU,41:34:33,0,WN,0,WN,WN,WN,WN,0,2,2,2,1,164.57847445841531,644,417,453
202000000000.0,20200000000000.0,1,2015,1,10821,1295302,31703,SJU,US,24,NY,New York,13,13204,1219102,30423,MCO,US,12,FL,Florida,13,MCI:DAL:HOU,33:54:00,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,2,350.93345006121064,1370,2008,885
202000000000.0,20200000000000.0,2,2015,1,12953,1295302,31703,LGA,US,12,AR,Texas,22,12889,1289203,32467,MCI,US,29,TX,Michigan,42,LAX:HOU:CRP,41:82,0,WN:WN,0,WN:WN,WN,WN,WN,0,3,2,2,2,301.3069715230578,498,2284,213
202000000000.0,20200000000000.0,1,2015,1,14747,1104203,33198,MCI,US,19,MA,California,37,11697,1245102,31295,HRL,US,48,NV,Maryland,15,MCI:LAS,92:91:91,0,WN,0,WN,WN,WN,WN,0,1,2,2,3,145.62366269232493,555,1240,1433
202000000000.0,20200000000000.0,2,2015,1,14869,1289605,31703,MAF,US,47,FL,Florida,33,13198,1319801,33198,MCI,US,29,MO,Missouri,64,MCI:DAL:OKC,63:64,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,4,110.00141454659207,339,2917,578
202000000000.0,20200000000000.0,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,11540,1410702,30325,DAL,US,42,LA,Nevada,13,MCO:MDW,64:41:38,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,5,322.006961462293,2086,3017,2543
202000000000.0,20200000000000.0,1,2015,1,13198,1042302,30397,DAL,US,29,TX,Minnesota,54,13232,1323202,30977,BWI,US,17,CT,Illinois,41,FLL:MDW,91:91,0,WN,0,WN,WN,WN,WN,0,1,2,2,1,254.59416634828474,205,1073,261
202000000000.0,20200000000000.0,1,2015,1,15016,1169703,31453,PHL,US,5,LA,Texas,33,13198,1319801,33198,MCI,US,29,MO,Missouri,64,CLE:CMH:MDW,74:74:22,0,WN,0,WN,WN,WN,WN,0,1,2,2,1,189.18252115369,534,1393,907
202000000000.0,20200000000000.0,1,2015,1,14771,1129202,31123,SMF,US,6,MD,California,91,14122,1289203,32457,LAX,US,6,CA,California,91,PHX:LAX,91:91,0,WN,0,WN:WN,WN,WN,WN,0,1,2,2,4,100.8452908144465,473,538,1589
202000000000.0,20200000000000.0,1,2015,1,14843,1071302,30852,MSP,US,72,PR,Maryland,3,13204,1320402,31454,MCO,US,12,FL,Florida,33,DTW:MCI,91:54:00,0,WN,0,WN,WN,WN,WN,0,2,2,2,3,219.1647660685563,800,2001,963
