ItinID,MktID,MktCoupons,Year,Quarter,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCountry,OriginStateFips,OriginState,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCountry,DestStateFips,DestState,DestStateName,DestWac,AirportGroup,WacGroup,TkCarrierChange,TkCarrierGroup,OpCarrierChange,OpCarrierGroup,RPCarrier,TkCarrier,OpCarrier,BulkFare,Passengers,ItinGeoType,MktGeoType,MktDistanceGroup,MktFare,MktDistance,MktMilesFlown,NonStopMiles
202000000000.0,20200000000000.0,1,2015,1,10821,1082103,30852,BWI,US,24,MD,Maryland,35,13198,1319801,33198,MCI,US,29,MO,Missouri,64,BWI:MCI,35:64,0,WN,0,WN,WN,WN,WN,0,1,2,2,2,251.5,967,967,967
202000000000.0,20200000000000.0,2,2015,1,13232,1323202,30977,MDW,US,17,IL,Illinois,41,11481,1148102,31481,ECP,US,12,FL,Florida,33,MDW:BNA:ECP,41:54:33,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,5.0,395,796,795
202000000000.0,20200000000000.0,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,14107,1410702,30466,PHX,US,4,AZ,Arizona,81,LAX:PHX,91:81,0,WN,0,WN,WN,WN,WN,0,3,2,2,1,252.34,370,370,370
202000000000.0,20200000000000.0,1,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,14576,1457604,34576,ROC,US,36,NY,New York,22,MCO:ROC,33:22:00,0,WN,0,WN,WN,WN,WN,0,1,2,2,3,254.0,1033,1033,1033
202000000000.0,20200000000000.0,2,2015,1,13232,1323202,30977,MDW,US,17,IL,Illinois,41,15376,1537602,30436,TUS,US,4,AZ,Arizona,81,MDW:DEN:TUS,41:82:81,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,2,199.0,895,1534,1440
202000000000.0,20200000000000.0,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,10397,1039705,30397,ATL,US,13,GA,Georgia,34,LAX:HOU:ATL,91:74:34,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,3,263.0,1390,2086,1947
202000000000.0,20200000000000.0,2,2015,1,12992,1299204,32600,LIT,US,5,AR,Arkansas,71,13198,1319801,33198,MCI,US,29,MO,Missouri,64,LIT:DAL:MCI,71:74:64,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,148.5,296,756,344
202000000000.0,20200000000000.0,2,2015,1,14831,1483103,32457,SJC,US,6,CA,California,91,13198,1319801,33198,MCI,US,29,MO,Missouri,64,SJC:LAS:MCI,91:85:64,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,242.66,386,1525,1479
202000000000.0,20200000000000.0,1,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,11292,1129202,30325,DEN,US,8,CO,Colorado,82,MCO:DEN,33:82,0,WN,0,WN,WN,WN,WN,0,4,2,2,4,241.0,1546,1546,1546
202000000000.0,20200000000000.0,2,2015,1,13198,1319801,33198,MCI,US,29,MO,Missouri,64,12892,1289203,32575,LAX,US,6,CA,California,91,MCI:DEN:LAX,64:82:91,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,2,476.97,533,1395,1363
202000000000.0,20200000000000.0,1,2015,1,13232,1323202,30977,MDW,US,17,IL,Illinois,41,10721,1072102,30721,BOS,US,25,MA,Massachusetts,13,MDW:BOS,41:13:00,0,WN,0,WN,WN,WN,WN,0,1,2,2,2,3.83,861,861,861
202000000000.0,20200000000000.0,2,2015,1,14869,1486903,34614,SLC,US,49,UT,Utah,87,13232,1323202,30977,MDW,US,17,IL,Illinois,41,SLC:DEN:MDW,87:82:41,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,285.5,391,1286,1259
202000000000.0,20200000000000.0,1,2015,1,13232,1323202,30977,MDW,US,17,IL,Illinois,41,12191,1219102,31453,HOU,US,48,TX,Texas,74,MDW:HOU,41:74,0,WN,0,WN,WN,WN,WN,0,1,2,2,2,346.5,937,937,937
202000000000.0,20200000000000.0,1,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,13232,1323202,30977,MDW,US,17,IL,Illinois,41,MCO:MDW,33:41:00,0,WN,0,WN,WN,WN,WN,0,4,2,2,2,138.0,990,990,990
202000000000.0,20200000000000.0,1,2015,1,15304,1530402,33195,TPA,US,12,FL,Florida,33,12953,1295302,31703,LGA,US,36,NY,New York,22,TPA:LGA,33:22:00,0,WN,0,WN,WN,WN,WN,0,1,2,2,3,172.0,1010,1010,1010
202000000000.0,20200000000000.0,2,2015,1,13158,1315802,33158,MAF,US,48,TX,Texas,74,13198,1319801,33198,MCI,US,29,MO,Missouri,64,MAF:HOU:MCI,74:74:64,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,353.93,441,1107,659
