age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
43,Local-gov,72362,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,23,United-States,<=50K
46,State-gov,158673,Masters,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,14756,0,46,United-States,>50K
35,Private,231129,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4780,0,27,United-States,<=50K
46,State-gov,155929,Masters,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,14769,0,24,United-States,>50K
32,Private,144767,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
33,Private,277564,Assoc-acdm,12,Married-civ-spouse,Sales,Own-child,White,Male,0,0,25,United-States,<=50K
56,Private,325048,10th,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,58,United-States,>50K
68,Federal-gov,177694,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1896,55,United-States,<=50K
73,Private,414741,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,1505,44,United-States,<=50K
33,Private,219473,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,39,United-States,<=50K
55,Private,322573,1st-4th,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Haiti,<=50K
20,Private,188754,Bachelors,6,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
73,Private,411678,Some-college,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,1955,44,United-States,<=50K
34,Private,222425,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4792,0,39,United-States,<=50K
20,Self-emp-not-inc,106075,12th,6,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
56,Private,327840,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,58,United-States,>50K
43,Private,87556,5th-6th,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,22,United-States,<=50K
54,Private,323082,1st-4th,3,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,Mexico,<=50K
35,Private,236857,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4853,0,47,United-States,<=50K
22,Private,205030,HS-grad,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,39,United-States,<=50K
35,Private,51035,Some-college,9,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,4669,0,25,United-States,<=50K
36,Private,322946,Assoc-acdm,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,26,United-States,>50K
