age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
48,Private,285597,9th,4,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,-5,-1,40,Poland,<=50K
28,Private,74998,11th,7,Divorced,Other-service,Other-relative,White,Male,13,0,40,Dominican-Republic,<=50K
36,Private,166266,9th,3,Married-civ-spouse,Tech-support,Unmarried,Other,Male,26,-1,40,Mexico,<=50K
27,Self-emp-not-inc,227245,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,23,1809,60,Canada,<=50K
69,Federal-gov,43407,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,-18,-1,46,United-States,<=50K
19,Private,289997,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,-19,0,40,United-States,<=50K
52,Private,101743,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-34,0,82,United-States,<=50K
20,Private,152958,HS-grad,9,Married-spouse-absent,Other-service,Own-child,White,Male,-6,0,40,United-States,<=50K
32,Private,305594,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,7,0,47,United-States,<=50K
29,Private,179121,Some-college,10,Never-married,Sales,Own-child,Black,Female,-13,0,10,Philippines,<=50K
37,Private,146484,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,23,-1,35,United-States,>50K
41,Self-emp-inc,166706,Bachelors,13,Divorced,Exec-managerial,Husband,White,Male,3,0,48,United-States,>50K
18,Private,87223,HS-grad,6,Never-married,Machine-op-inspct,Own-child,Black,Female,-21,0,40,Cuba,<=50K
40,Private,292090,5th-6th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,-6,1,40,Thailand,<=50K
32,Private,165359,5th-6th,10,Married-civ-spouse,Handlers-cleaners,Wife,Black,Male,-3,1,30,Ecuador,<=50K
38,Private,112742,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Female,14,0,56,United-States,<=50K
24,Local-gov,349041,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,2,-1,40,Mexico,<=50K
34,Private,149246,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,-25,1,40,United-States,<=50K
48,Federal-gov,102010,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7,-1,49,United-States,>50K
20,Private,112600,12th,7,Never-married,Exec-managerial,Own-child,White,Male,9,-1,22,United-States,<=50K
22,Private,89609,Some-college,9,Never-married,Adm-clerical,Own-child,White,Female,-6,0,22,United-States,<=50K
33,Private,146254,Some-college,10,Separated,Other-service,Unmarried,White,Female,-6,0,40,United-States,<=50K
61,Local-gov,148975,HS-grad,9,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Female,-8,-1,40,Philippines,<=50K
45,Private,168055,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,-8,0,19,United-States,<=50K
21,Private,193330,11th,7,Never-married,Other-service,Own-child,White,Male,-5,-1,13,United-States,<=50K
31,Private,183837,10th,9,Married-civ-spouse,Other-service,Husband,Black,Male,5,1,40,United-States,<=50K
23,Private,181387,Assoc-acdm,13,Divorced,Exec-managerial,Not-in-family,Black,Female,-1,-1,40,United-States,<=50K
32,Federal-gov,197728,Some-college,10,Separated,Other-service,Unmarried,Black,Female,4,0,36,United-States,<=50K
34,Private,200409,9th,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,16,0,40,United-States,<=50K
40,Private,160750,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,8,-1,40,United-States,<=50K
40,Federal-gov,170046,HS-grad,6,Divorced,Exec-managerial,Unmarried,White,Female,2,-1,36,United-States,<=50K
40,Private,158353,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,-8,0,47,Cuba,>50K
29,Private,222431,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,12,-1,48,United-States,<=50K
35,Private,156236,Some-college,10,Never-married,Sales,Own-child,White,Female,-30,1871,40,United-States,<=50K
25,Self-emp-not-inc,39821,12th,3,Never-married,Machine-op-inspct,Unmarried,White,Female,-9,0,40,India,<=50K
40,Private,183146,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-22,-1,23,United-States,<=50K
31,Private,157410,HS-grad,9,Married-AF-spouse,Other-service,Own-child,Black,Female,-4,0,37,United-States,<=50K
33,Local-gov,193187,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,31,United-States,<=50K
24,Federal-gov,59942,HS-grad,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,-19,0,21,United-States,<=50K
42,Federal-gov,379488,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,-1,49,United-States,>50K
39,Self-emp-inc,171558,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,48,United-States,>50K
41,Private,180589,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Female,3,-1,47,El-Salvador,<=50K
33,Private,25180,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Female,-3,-1,40,United-States,<=50K
26,Local-gov,231498,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,20,0,60,United-States,>50K
19,Private,109017,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Amer-Indian-Eskimo,Male,0,-1,36,United-States,<=50K
32,Self-emp-not-inc,145331,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,22,-1,55,United-States,<=50K
34,Federal-gov,232397,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,-7,-1,36,United-States,<=50K
62,Private,164536,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,9,-1,40,United-States,<=50K
24,Private,129456,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,-4,0,40,United-States,<=50K
33,Private,180784,Assoc-voc,11,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,2,-1,40,United-States,<=50K
36,Private,187755,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Male,-17,-2,40,United-States,<=50K
62,Private,326238,10th,6,Never-married,Craft-repair,Husband,White,Male,1,0,40,United-States,<=50K
34,Private,190702,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-10,-1,40,United-States,<=50K
39,Private,184600,Assoc-voc,6,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,-10,0,16,United-States,<=50K
39,Private,238108,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,13,0,36,Canada,<=50K
47,Without-pay,211011,Assoc-acdm,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,3616,0,15,United-States,<=50K
50,Private,203747,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,18,1,87,United-States,>50K
37,Private,181271,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,-9,0,40,El-Salvador,<=50K
31,Private,178499,Bachelors,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,-25,2159,35,United-States,>50K
44,Private,230425,Some-college,10,Separated,Adm-clerical,Own-child,Black,Female,22,-1,35,Jamaica,<=50K
37,Private,205777,Prof-school,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,7562,-1,49,United-States,>50K
48,Self-emp-inc,160143,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,-10,0,40,United-States,<=50K
38,Private,183213,5th-6th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,41,-1,40,United-States,<=50K
31,Private,281738,Assoc-acdm,13,Never-married,Prof-specialty,Own-child,White,Female,-22,-1,40,United-States,>50K
17,Private,184386,11th,7,Separated,Machine-op-inspct,Own-child,White,Male,-4,0,24,Puerto-Rico,<=50K
44,Private,160026,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Male,-5,1,40,Poland,<=50K
40,Private,128407,Bachelors,9,Never-married,Adm-clerical,Unmarried,Black,Female,-6,0,40,United-States,<=50K
31,Private,161751,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,15231,1801,50,United-States,>50K
54,Self-emp-not-inc,170621,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,-6,-1,40,United-States,>50K
35,Private,181424,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,18,-2,40,United-States,<=50K
56,Self-emp-not-inc,83434,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,6,-1,35,United-States,<=50K
26,Self-emp-inc,189264,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,-5,0,47,United-States,<=50K
52,Private,160351,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7223,0,55,United-States,<=50K
51,Private,203533,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,3,0,60,United-States,<=50K
48,Self-emp-inc,82695,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,4724,-1,48,United-States,<=50K
22,Federal-gov,90060,Some-college,10,Never-married,Tech-support,Own-child,White,Male,3728,1,23,United-States,<=50K
25,Private,193560,Assoc-voc,11,Divorced,Transport-moving,Husband,White,Male,-24,-1,48,United-States,<=50K
24,Private,230866,Bachelors,13,Never-married,Sales,Unmarried,White,Female,30,1,35,United-States,<=50K
44,Private,132860,Some-college,10,Never-married,Sales,Own-child,Black,Male,-15,0,10,El-Salvador,<=50K
29,Federal-gov,105107,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,20,0,40,United-States,<=50K
35,Self-emp-not-inc,160289,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,-12,0,68,United-States,<=50K
34,Private,269631,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,-27,0,40,United-States,<=50K
33,Local-gov,232017,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,-4,0,49,United-States,<=50K
24,Private,299650,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,14447,-1,40,United-States,<=50K
30,Private,222477,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-2,-1,49,Japan,>50K
44,Self-emp-inc,191607,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,15,-1,36,United-States,<=50K
34,Private,182269,Assoc-acdm,13,Divorced,Exec-managerial,Unmarried,White,Female,22,-1,40,United-States,<=50K
