age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
37,Private,194570,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,10,0,58,United-States,>50K
52,State-gov,104094,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,3,1855,56,South,>50K
54,Private,132450,9th,4,Married-spouse-absent,Craft-repair,Unmarried,White,Female,-23,0,35,Poland,<=50K
28,Local-gov,270149,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,-3,0,36,United-States,<=50K
65,State-gov,322583,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Female,-3,0,40,United-States,<=50K
25,Private,180175,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,14698,0,36,United-States,<=50K
23,State-gov,172261,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,-23,0,21,United-States,<=50K
38,Private,393250,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,4,-1,40,England,<=50K
26,Federal-gov,344872,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,-15,0,40,United-States,>50K
37,Private,318447,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,40,Portugal,>50K
18,Private,52170,Prof-school,15,Never-married,Sales,Own-child,White,Male,3576,-1,35,United-States,<=50K
49,Private,246055,5th-6th,3,Separated,Other-service,Unmarried,White,Male,-3,1,40,Mexico,<=50K
34,Private,218966,HS-grad,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,37,United-States,<=50K
28,Private,189732,Some-college,10,Never-married,Sales,Not-in-family,White,Female,-4,-1,40,United-States,<=50K
39,Private,112638,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,-1,40,United-States,>50K
58,Private,59737,9th,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,-13,-1,44,United-States,<=50K
52,Private,117514,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,-7,1,30,United-States,<=50K
27,State-gov,117627,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15,1,50,United-States,<=50K
54,Private,358301,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,-11,-1,36,Germany,>50K
41,Without-pay,67697,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,5,1,21,United-States,<=50K
48,Private,172481,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-28,0,45,United-States,<=50K
26,Private,122162,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3,0,40,Cuba,<=50K
26,Private,355262,Masters,14,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,6,0,40,United-States,<=50K
18,Private,298075,HS-grad,9,Divorced,Sales,Own-child,White,Female,-19,0,57,United-States,<=50K
71,State-gov,246240,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,-7,0,36,United-States,<=50K
26,Private,336267,Some-college,10,Separated,Other-service,Not-in-family,White,Male,12,0,40,Vietnam,<=50K
25,Private,242696,Some-college,10,Never-married,Other-service,Unmarried,White,Female,2742,0,40,United-States,<=50K
44,Private,194866,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,-25,-1,40,United-States,<=50K
25,Private,241887,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Male,-15,0,40,United-States,<=50K
19,Private,92340,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,-8,-1,36,United-States,<=50K
19,Private,268303,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,-2,-1,40,United-States,<=50K
18,Private,117285,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,17,1,40,United-States,<=50K
63,Private,281757,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Male,-15,-1,40,United-States,<=50K
63,Self-emp-not-inc,22752,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-33,0,40,United-States,<=50K
59,Private,340330,7th-8th,7,Divorced,Adm-clerical,Unmarried,Black,Female,-14,0,44,Poland,<=50K
30,Private,185915,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,-17,-1,40,United-States,<=50K
48,Private,77914,HS-grad,4,Married-civ-spouse,Craft-repair,Own-child,White,Male,9,1,45,United-States,<=50K
41,Private,336818,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,-14,0,40,United-States,<=50K
32,Private,180553,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,-14,0,40,United-States,<=50K
39,Private,240029,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-7,0,50,United-States,>50K
23,State-gov,76480,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,-8,1,44,United-States,<=50K
34,Private,211478,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,-20,-1,35,United-States,<=50K
24,Private,227524,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,15,-1,40,United-States,<=50K
31,Private,186828,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,-13,0,40,United-States,<=50K
33,Private,189538,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,-10,0,40,Thailand,<=50K
20,Private,212478,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,-15,0,36,United-States,<=50K
60,Private,18240,HS-grad,9,Separated,Transport-moving,Unmarried,White,Female,3071,0,40,United-States,<=50K
57,Private,563805,5th-6th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-11,1,50,Hong,<=50K
