age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
47,Self-emp-not-inc,81841,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
58,Self-emp-not-inc,128691,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,57,United-States,<=50K
68,Self-emp-not-inc,90731,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,1,0,40,United-States,<=50K
41,Private,184226,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,1,0,40,United-States,>50K
34,Private,133251,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,1,0,40,United-States,<=50K
64,Self-emp-not-inc,165398,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,29,United-States,<=50K
33,Private,210677,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,40,United-States,<=50K
41,Private,126096,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3608,0,61,United-States,>50K
28,Private,156947,HS-grad,9,Married-civ-spouse,Other-service,Own-child,White,Male,0,1,29,United-States,<=50K
27,Private,249822,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
18,Private,108012,Some-college,10,Never-married,Other-service,Own-child,White,Female,3,0,20,United-States,<=50K
18,Private,90159,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,2,0,13,Philippines,<=50K
45,Private,99624,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,2,0,40,United-States,>50K
27,Private,139404,11th,8,Never-married,Sales,Not-in-family,White,Male,0,0,63,United-States,<=50K
32,Private,77041,HS-grad,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,3552,0,40,United-States,<=50K
40,Private,103357,Assoc-acdm,12,Divorced,Other-service,Not-in-family,White,Male,2,0,40,United-States,<=50K
30,Private,72855,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,3,0,40,United-States,<=50K
75,Private,82603,Bachelors,13,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,7,Philippines,<=50K
42,Private,97084,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,1,0,40,United-States,<=50K
29,Private,126781,Bachelors,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4791,0,40,United-States,<=50K
26,Self-emp-not-inc,68671,Doctorate,8,Never-married,Farming-fishing,Not-in-family,White,Male,2,0,50,United-States,<=50K
42,Private,90304,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,166859,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,30,United-States,<=50K
34,Private,195134,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
61,Self-emp-not-inc,89310,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,1,0,40,United-States,>50K
42,Private,96942,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Male,3340,0,40,United-States,<=50K
35,Private,114024,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,3701,0,40,United-States,<=50K
43,Self-emp-inc,141927,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7055,0,50,United-States,>50K
50,Private,153500,HS-grad,4,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,40,United-States,>50K
