age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
33,Private,216428,11th,13,Divorced,Sales,Own-child,White,Female,-5,1952,40,United-States,<=50K
38,Private,170096,Assoc-acdm,2,Married-civ-spouse,Craft-repair,Wife,White,Male,30,1,27,Mexico,<=50K
35,Private,278062,Assoc-voc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,21,-3,45,Philippines,<=50K
54,Private,232774,Prof-school,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,14910,-1,40,United-States,>50K
47,Self-emp-inc,97725,Masters,11,Married-civ-spouse,Exec-managerial,Wife,White,Male,-7,1,49,United-States,>50K
42,Private,135397,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,-15,2,48,United-States,<=50K
30,Self-emp-not-inc,187462,Assoc-voc,15,Married-civ-spouse,Exec-managerial,Husband,White,Female,-18,1928,60,United-States,>50K
18,Private,202487,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Male,36,2,30,Mexico,<=50K
68,Without-pay,272199,Some-college,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,-13,1905,52,United-States,<=50K
19,Private,135859,9th,9,Never-married,Other-service,Other-relative,White,Male,-26,0,40,United-States,<=50K
59,Self-emp-not-inc,392612,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2,40,United-States,<=50K
59,Local-gov,120453,Masters,11,Widowed,Adm-clerical,Husband,White,Male,-16,0,40,United-States,<=50K
20,Without-pay,301670,7th-8th,10,Never-married,Other-service,Own-child,Black,Male,-13,1,40,United-States,<=50K
32,Private,217458,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,1,1,60,United-States,<=50K
53,Private,221000,HS-grad,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,10,2120,36,United-States,<=50K
54,Private,97631,Bachelors,13,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,-7,-2,49,United-States,<=50K
33,Private,247172,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,-16,1,35,United-States,<=50K
36,Private,144135,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-2,-1,40,United-States,<=50K
60,Local-gov,102077,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,-25,0,40,United-States,<=50K
38,Self-emp-not-inc,315204,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,11,0,25,United-States,<=50K
54,Private,124861,Assoc-voc,11,Widowed,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,-48,3,84,Ecuador,<=50K
27,Federal-gov,135284,Doctorate,3,Married-civ-spouse,Craft-repair,Husband,White,Male,-4,1,27,United-States,<=50K
55,Self-emp-inc,115707,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7503,-1,48,United-States,>50K
56,Private,90541,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,40,United-States,<=50K
