age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
34,Private,62703,Doctorate,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,-1,57,United-States,>50K
35,Private,197154,9th,15,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,-3,0,40,United-States,<=50K
29,Private,37638,7th-8th,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,15951,1,40,United-States,>50K
17,Private,142665,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,87,0,21,United-States,<=50K
33,Private,329608,11th,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,47,0,40,United-States,<=50K
38,Private,112480,Some-college,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,49,-1,40,United-States,<=50K
54,Private,102356,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,6069,1970,40,United-States,>50K
45,Private,213382,Bachelors,14,Married-civ-spouse,Craft-repair,Husband,White,Male,5074,-2,40,Cuba,>50K
37,State-gov,95330,Prof-school,10,Never-married,Adm-clerical,Not-in-family,White,Male,77,2,40,United-States,<=50K
51,Private,205794,Some-college,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,26,0,36,United-States,<=50K
50,Private,194524,Some-college,9,Divorced,Protective-serv,Unmarried,Asian-Pac-Islander,Male,34,-2,40,United-States,<=50K
63,Self-emp-not-inc,695975,Some-college,13,Never-married,Adm-clerical,Own-child,Black,Female,76,0,47,United-States,<=50K
23,Private,21761,Doctorate,3,Married-civ-spouse,Tech-support,Unmarried,White,Female,41,-3,40,United-States,<=50K
26,Private,104560,Some-college,10,Separated,Prof-specialty,Not-in-family,Black,Male,64,0,37,United-States,<=50K
16,Private,247396,Doctorate,12,Married-civ-spouse,Craft-repair,Unmarried,White,Male,12,-4,40,Germany,<=50K
40,Private,118837,Some-college,10,Never-married,Handlers-cleaners,Unmarried,Other,Female,88,-2,40,United-States,<=50K
22,Private,20427,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,-20,-1,31,United-States,<=50K
43,Self-emp-inc,124774,12th,14,Married-civ-spouse,Tech-support,Wife,White,Male,7,0,40,Iran,>50K
19,Private,455722,10th,9,Never-married,Adm-clerical,Own-child,White,Female,20,-2,40,United-States,<=50K
50,Self-emp-inc,108795,Bachelors,12,Never-married,Exec-managerial,Not-in-family,White,Male,24,-2,40,United-States,<=50K
51,Private,169393,Some-college,16,Married-civ-spouse,Farming-fishing,Husband,White,Male,10,-2,50,India,<=50K
49,Self-emp-not-inc,251179,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7903,-2,60,United-States,>50K
39,Self-emp-not-inc,182609,Some-college,9,Never-married,Other-service,Wife,White,Male,-38,-1,40,United-States,<=50K
18,Private,205629,Some-college,12,Never-married,Machine-op-inspct,Not-in-family,Black,Female,35,-4,40,United-States,<=50K
38,Federal-gov,117270,Bachelors,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,5,-3,40,Mexico,<=50K
42,State-gov,111072,Bachelors,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,-4,1,40,United-States,>50K
45,Local-gov,77883,11th,10,Married-civ-spouse,Other-service,Husband,Black,Male,3538,-2,40,United-States,<=50K
60,Self-emp-not-inc,203882,Masters,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,17,0,40,United-States,>50K
33,Self-emp-not-inc,240106,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,3969,-1,74,United-States,>50K
51,Private,91284,Bachelors,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,-23,2,50,United-States,<=50K
31,Private,55668,Some-college,9,Never-married,Handlers-cleaners,Own-child,White,Female,49,0,28,United-States,<=50K
42,Private,267959,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,37,0,40,United-States,<=50K
18,Private,112889,Some-college,10,Married-civ-spouse,Sales,Own-child,White,Female,-1,0,40,United-States,<=50K
24,Private,266390,7th-8th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,74,-1,40,United-States,<=50K
26,Private,52858,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,70,2,40,United-States,<=50K
23,Private,111492,5th-6th,7,Never-married,Adm-clerical,Not-in-family,White,Female,26,-3,35,Puerto-Rico,<=50K
59,Private,75884,Some-college,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-49,-4,40,United-States,>50K
