1,0,-149.3902, 0.0577, -150.2435, 0.7956,-0.0025,
1,1,-155.4022, 0.0538, -156.2119, 0.7559,-0.0070,
1,2,-151.2183, 0.0451, -152.0248, 0.7613,-0.0487,
1,3,-152.4400, 0.0373, -153.1860, 0.7087,-0.0630,
1,4,-158.7151, 0.0514, -159.4850, 0.7185,-0.1198,
1,5,-159.6127, 0.0563, -160.3170, 0.6480,-0.1235,
1,6,-161.5115, 0.0411, -162.1966, 0.6441,-0.1893,
1,7,-161.0474, 0.0170, -161.6833, 0.6189,-0.1858,
1,8,-160.0408, 0.0002, -160.6432, 0.6022,-0.2596,
1,9,-153.8793,-0.0060, -154.4755, 0.6022,-0.3158,
1,10,-152.5324,-0.0482, -153.0706, 0.5865,-0.3784,
1,11,-144.1874,-0.0732, -144.6934, 0.5792,-0.5181,
1,12,-156.1663,-0.1615, -156.5677, 0.5629,-0.5463,
1,13,-157.3651,-0.1705, -157.7417, 0.5471,-0.6497,
1,14,-137.9663,-0.2319, -138.2705, 0.5360,-0.6406,
1,15,-161.3073,-0.2171, -161.6123, 0.5221,-0.7844,
1,16,-159.2390,-0.2206, -159.5412, 0.5228,-0.8442,
1,17,-145.6949,-0.2110, -146.0058, 0.5219,-0.9935,
1,18,-143.4819,-0.1821, -143.8169, 0.5171,-1.1395,
1,19,-139.6366,-0.2301, -139.9211, 0.5146,-0.9928,
1,20,-146.4022,-0.1881, -146.7126, 0.4985,-1.0660,
1,21,-138.3226,-0.1674, -138.6627, 0.5074,-1.1195,
1,22,-139.9337,-0.1748, -140.2647, 0.5058,-1.1261,
1,23,-145.2953,-0.0237, -145.7722, 0.5006,-1.0863,
1,24,-136.8603,-0.0624, -137.2943, 0.4963,-1.2622,
1,25,-143.1829,-0.1115, -143.5659, 0.4945,-1.2993,
1,26,-129.0573,-0.1212, -129.4207, 0.4846,-1.1710,
1,27,-132.6101,-0.1041, -132.9993, 0.4933,-1.1237,
2,0,-141.9624,-0.1802, -142.2576, 0.4754,-1.2119,
2,1,-138.9015,-0.2098, -139.1690, 0.4773,-1.0760,
2,2,-142.3077,-0.2914, -142.4919, 0.4756,-1.0768,
2,3,-124.0378,-0.2087, -124.2967, 0.4676,-0.9963,
2,4,-131.7665,-0.1913, -132.0361, 0.4608,-1.1216,
2,5,-128.3845,-0.1563, -128.7075, 0.4793,-1.0357,
2,6,-129.8352,-0.1725, -130.1268, 0.4642,-1.0461,
