age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
41,Private,163683,Some-college,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,49,United-States,<=50K
39,Private,164308,Some-college,9,Married-civ-spouse,Other-service,Not-in-family,Black,Male,0,0,39,United-States,<=50K
38,Private,154628,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,31,United-States,<=50K
42,Private,169913,Some-college,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,49,United-States,<=50K
42,Private,167832,Prof-school,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,49,United-States,>50K
19,Private,246235,Some-college,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
38,Private,161084,Some-college,9,Married-civ-spouse,Other-service,Wife,Black,Male,0,0,39,United-States,<=50K
27,Private,94520,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,18,United-States,<=50K
53,Private,174460,Masters,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,48,Japan,>50K
41,Private,177576,Some-college,9,Married-civ-spouse,Other-service,Unmarried,White,Male,0,0,18,United-States,<=50K
66,Self-emp-not-inc,284814,Bachelors,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,5296,0,40,United-States,>50K
25,Private,104608,HS-grad,8,Never-married,Adm-clerical,Not-in-family,White,Female,0,1954,40,United-States,<=50K
42,Private,172537,Prof-school,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,49,United-States,<=50K
38,Private,272096,Some-college,9,Never-married,Craft-repair,Husband,White,Male,5383,0,40,United-States,<=50K
19,Private,259134,Some-college,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
33,Private,111448,HS-grad,8,Divorced,Other-service,Not-in-family,White,Female,0,1947,40,United-States,<=50K
30,Private,351804,Assoc-voc,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,47,Yugoslavia,>50K
48,Local-gov,130121,HS-grad,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,14862,0,40,United-States,>50K
42,Private,170463,Prof-school,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
31,Private,357914,Masters,12,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,48,Japan,>50K
42,Private,167646,Some-college,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,49,United-States,<=50K
63,Self-emp-not-inc,125529,5th-6th,14,Married-civ-spouse,Sales,Husband,White,Male,22625,0,40,United-States,>50K
37,Private,167035,Some-college,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,379636,12th,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1529,45,United-States,<=50K
39,Private,278958,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,5466,0,40,United-States,>50K
