age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
31,State-gov,276680,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,106,-8,39,United-States,<=50K
42,Federal-gov,100034,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,152,4,50,United-States,>50K
48,Self-emp-not-inc,200893,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,58,-3,63,South,<=50K
29,Private,270631,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,-113,-9,40,United-States,<=50K
41,Private,51640,Prof-school,14,Married-civ-spouse,Craft-repair,Husband,White,Male,3601,-2,45,United-States,>50K
30,Private,433976,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Female,-137,2640,40,United-States,>50K
38,Private,229506,Some-college,10,Divorced,Transport-moving,Unmarried,Black,Female,63,4,31,United-States,>50K
47,Private,140050,Masters,14,Never-married,Adm-clerical,Not-in-family,Black,Female,-104,0,9,United-States,<=50K
53,State-gov,286563,7th-8th,-1,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,107,1064,40,Mexico,>50K
53,Private,-6919,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,175,-2,40,Mexico,<=50K
20,Private,367765,11th,13,Never-married,Priv-house-serv,Not-in-family,White,Female,-11,1,40,Guatemala,<=50K
36,Private,148645,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,7520,3,51,United-States,>50K
22,Private,369106,Bachelors,12,Never-married,Tech-support,Not-in-family,White,Female,18,5,40,Italy,<=50K
61,State-gov,492503,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,6,-1,30,United-States,<=50K
25,Private,61403,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,135,-7,39,United-States,<=50K
27,Private,258290,Some-college,10,Never-married,Other-service,Own-child,White,Male,179,9,9,Poland,<=50K
57,Private,110937,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,62,2,50,United-States,<=50K
30,Private,143304,HS-grad,9,Widowed,Transport-moving,Husband,White,Male,17027,-6,52,United-States,>50K
63,State-gov,308925,9th,3,Married-civ-spouse,Craft-repair,Husband,Other,Male,-68,1030,40,Mexico,>50K
38,Private,378662,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,173,-9,40,Cuba,>50K
41,Private,240794,Prof-school,17,Married-civ-spouse,Sales,Wife,Black,Male,3,-4,40,China,<=50K
73,Private,374674,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,White,Female,26,7,40,United-States,<=50K
36,Private,40376,Assoc-voc,4,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,2711,-8,40,Mexico,<=50K
42,Private,262044,Some-college,10,Married-spouse-absent,Transport-moving,Unmarried,Black,Female,39,6,30,United-States,>50K
60,Self-emp-not-inc,204850,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,100,-2,63,Yugoslavia,<=50K
61,Self-emp-not-inc,212368,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,83,-3,56,Yugoslavia,<=50K
57,Self-emp-not-inc,651890,Doctorate,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-162,-3,33,Mexico,>50K
17,Self-emp-not-inc,376797,Bachelors,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,165,9,8,Japan,<=50K
22,Private,407386,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,181,-8,40,Cuba,>50K
34,Private,247844,5th-6th,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5885,0,40,United-States,<=50K
37,Private,139480,Bachelors,12,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,7434,4,51,United-States,>50K
54,State-gov,257111,7th-8th,-2,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,99,1032,40,Mexico,>50K
19,Without-pay,250220,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,181,-8,40,United-States,<=50K
34,Private,139097,Bachelors,12,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,7094,1,51,United-States,>50K
23,Private,64728,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Female,121,-6,37,United-States,<=50K
25,Private,83373,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,125,-8,39,United-States,<=50K
