ItinID,MktID,MktCoupons,Year,Quarter,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCountry,OriginStateFips,OriginState,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCountry,DestStateFips,DestState,DestStateName,DestWac,AirportGroup,WacGroup,TkCarrierChange,TkCarrierGroup,OpCarrierChange,OpCarrierGroup,RPCarrier,TkCarrier,OpCarrier,BulkFare,Passengers,ItinGeoType,MktGeoType,MktDistanceGroup,MktFare,MktDistance,MktMilesFlown,NonStopMiles
202000000000.0,20200000000000.0,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,13198,1288903,32575,BNA,US,17,MO,Tennessee,85,MCI:HOU,22:41:33,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,2,5.521562108743334,755,2287,2080
202000000000.0,20200000000000.0,1,2015,1,13198,1319801,33198,HOU,US,29,MO,Missouri,64,11996,1474703,32457,BUF,US,6,CA,California,33,LAX:SMF,64:91:91,0,WN,0,WN,WN,WN,WN,0,2,2,2,3,171.2274810479969,1151,1676,1368
202000000000.0,20200000000000.0,1,2015,1,13198,1319801,33198,HOU,US,29,MO,Missouri,64,11996,1169703,32467,BUF,US,6,CA,California,33,LAX:SMF,64:91:91,0,WN,0,WN,WN,WN,WN,0,2,2,2,3,171.02966641749745,1622,1637,1381
202000000000.0,20200000000000.0,2,2015,1,13198,1289605,30977,LAX,US,17,IL,Missouri,41,13204,1320402,30977,ONT,US,12,FL,Illinois,41,MCI:STL:RDU:PHL,91:92,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,2,241.7820693818313,910,871,642
202000000000.0,20200000000000.0,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,13198,1323202,30977,BNA,US,17,IL,Illinois,41,MCI:HOU,0.482997685,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,2,258.11644385615637,771,2340,2047
202000000000.0,20200000000000.0,1,2015,1,12892,1289203,33198,MCO,US,36,CA,Florida,33,13198,1289203,32575,LAX,US,6,CA,California,91,LAX:SFO,91:91,0,WN,0,WN,WN,WN,WN,0,1,2,2,3,103.26765186992718,985,757,1452
202000000000.0,20200000000000.0,1,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,13296,1319801,33198,MDW,US,48,AZ,Texas,74,MAF:DAL:LAX,64:74,0,WN,0,WN,WN,WN,WN,0,2,2,2,2,76.76928212098997,552,735,698
202000000000.0,20200000000000.0,1,2015,1,12892,1319801,32575,LAX,US,29,CA,California,91,13204,1239102,31454,MCO,US,12,FL,Florida,33,DEN:BNA:ECP,71:85,0,WN,0,WN,WN,WN,WN,0,1,2,2,3,135.11185205992615,900,1060,869
202000000000.0,20200000000000.0,2,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,13198,1319801,33198,DAL,US,29,MO,Missouri,64,DCA:MCO,33:33:41,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,141.48204013047695,849,705,1106
202000000000.0,20200000000000.0,1,2015,1,13198,1125903,32896,LBB,US,48,TX,Texas,74,12191,1323202,30977,HOU,US,17,TX,Illinois,41,LAX:BWI,64:92:93,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,170.12244741841923,475,536,317
202000000000.0,20200000000000.0,2,2015,1,13198,1320402,31454,MCO,US,6,IL,Missouri,74,13198,1288903,32211,DAL,US,32,TX,California,85,LBB:DAL:OKC,33:33:41,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,2,139.56537142689476,849,805,671
202000000000.0,20200000000000.0,1,2015,1,12892,1319801,32575,PHX,US,29,MO,Nevada,91,13204,1239102,31454,MCO,US,12,FL,Florida,33,MCI:MCO,64:33:00,0,WN,0,WN,WN,WN,WN,0,2,2,2,3,162.32867915368374,894,1085,852
202000000000.0,20200000000000.0,1,2015,1,12953,1295302,31703,MDW,US,36,NY,New York,22,14107,1289203,32575,LAX,US,48,MO,Texas,91,MDW:AUS,91:91,0,WN,0,WN,WN,WN,WN,0,1,2,2,2,207.08001700209633,539,1059,672
202000000000.0,20200000000000.0,1,2015,1,13198,1319801,33198,HOU,US,29,MO,Missouri,64,10397,1474703,32457,OKC,US,6,CA,California,33,MCI:MCO,64:33:00,0,WN,0,WN,WN,WN,WN,0,2,2,2,3,167.1107677034384,1081,1643,1382
202000000000.0,20200000000000.0,2,2015,1,14635,1219102,33198,MCI,US,29,VA,Ohio,23,12892,1410702,30436,MDW,US,6,CA,Arizona,81,LAX:LAS,33:41:00,1,WN:WN,1,WN:WN,WN,--,99,0,46,1,1,5,266.70798159006245,1191,1926,1897
202000000000.0,20200000000000.0,1,2015,1,12953,1323202,31703,LGA,US,12,NY,Florida,22,13232,1323202,30977,MCI,US,48,IL,Texas,91,FLL:MDW,91:91,0,WN,0,WN,WN,WN,WN,0,2,2,2,2,83.77152450862891,546,1089,632
202000000000.0,20200000000000.0,1,2015,1,13198,1319801,33198,HOU,US,29,MO,Missouri,64,11996,1474703,32457,SEA,US,6,CA,California,34,LAX:DAL:FLL,71:85:85,0,WN,0,WN,WN,WN,WN,0,2,2,2,3,164.47117465022654,1141,1665,1402
202000000000.0,20200000000000.0,2,2015,1,12892,1289203,32575,LAX,US,6,CA,Missouri,74,12889,1323202,30977,BNA,US,17,IL,Illinois,41,MCI:HOU,22:41:33,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,5.518435055360518,804,2367,2064
202000000000.0,20200000000000.0,1,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,11259,1289203,32575,DAL,US,48,TX,California,91,MCO:MCI,91:91,0,WN,0,WN,WN,WN,WN,0,1,2,2,2,96.91575012061043,630,742,1061
202000000000.0,20200000000000.0,2,2015,1,14893,1295302,33728,MSY,US,6,CA,California,91,13198,1289203,33198,LAX,US,51,MO,Missouri,64,MCI:DAL:OKC,91:64:45,0,WN:WN,0,WN,WN,WN,WN,0,1,2,2,4,290.0360812732488,1388,2224,2273
202000000000.0,20200000000000.0,2,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,13198,1319801,33198,DAL,US,29,MO,Missouri,64,MCO:MCI,33:64,0,WN,0,WN:WN,WN,WN,WN,0,2,2,2,1,114.42094418376604,372,1039,1191
202000000000.0,20200000000000.0,1,2015,1,12892,1319801,32575,LAX,US,29,MO,California,91,12889,1129202,31454,LIT,US,12,FL,Florida,33,STL:DAL,64:33:00,0,WN,0,WN,WN,WN,WN,0,2,2,2,3,159.37192875900996,1366,1112,911
202000000000.0,20200000000000.0,2,2015,1,13232,1072102,30977,SLC,US,17,IL,Illinois,41,11066,1320402,30397,TPA,US,5,FL,Pennsylvania,33,MCI:MDW:DTW,81:82:22,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,273.2042072934674,503,1110,1238
202000000000.0,20200000000000.0,1,2015,1,13232,1295302,31703,MDW,US,36,NY,New York,22,14107,1289203,32575,LAX,US,48,TX,Texas,91,PBI:ATL:MDW,91:91,0,WN,0,WN,WN,WN,WN,0,1,2,2,2,198.94690409666455,521,1065,693
202000000000.0,20200000000000.0,2,2015,1,12191,1320402,30977,MCO,US,17,FL,California,74,11140,1039705,32211,MCI,US,12,FL,Florida,22,MDW:DAL:OKC,74:72,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,2,253.03725614920862,899,767,952
202000000000.0,20200000000000.0,2,2015,1,14635,1463502,33198,MCI,US,29,MO,Missouri,64,12892,1389101,32457,ICT,US,6,CA,California,81,LGA:MDW:ATL,91:83,0,WN:WN,0,WN:WN,WN,WN,WN,0,37,2,2,3,297.7195732465548,1172,1884,1833
202000000000.0,20200000000000.0,2,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,13198,1319801,33198,STL,US,29,MO,Missouri,64,SFO:MDW,41:21:00,0,WN:WN,0,WN:WN,WN,WN,WN,0,5,2,2,1,146.52522949663174,420,1008,1217
202000000000.0,20200000000000.0,2,2015,1,13204,1320402,30977,MCO,US,17,FL,California,33,13198,1319801,33198,MCI,US,29,MO,Missouri,64,HOU:MSY:LGA,41:82:81,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,262.33056353395693,518,1020,1074
202000000000.0,20200000000000.0,1,2015,1,11259,1289605,32457,LBB,US,48,TX,Texas,74,12191,1323202,31453,HOU,US,17,TX,Texas,74,LAX:BWI,74:74:74,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,248.41210024460645,452,568,362
202000000000.0,20200000000000.0,1,2015,1,12896,1315802,32457,DCA,US,48,TX,Texas,74,12896,1219102,31453,AUS,US,48,TX,Texas,64,MCO:ATL:CMH,74:74:74,0,WN,0,WN,WN,WN,WN,0,1,2,2,1,187.7920303286643,466,657,454
202000000000.0,20200000000000.0,1,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,13198,1289203,33198,DAL,US,6,AZ,Missouri,91,MCO:MCI,33:33:41,0,WN,0,WN,WN,WN,WN,0,1,2,2,2,103.61073625992154,684,734,1073
202000000000.0,20200000000000.0,2,2015,1,13198,1289203,30194,LAX,US,6,CA,Missouri,74,12889,1288903,32211,BNA,US,32,IL,Illinois,41,LAX:HOU:BWI,91:92,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,2,520.2392426969243,816,2249,1982
202000000000.0,20200000000000.0,1,2015,1,12892,1289203,32575,LAX,US,6,CA,Missouri,91,13198,1288903,30977,LAX,US,17,IL,Illinois,41,MCI:HOU,22:41:33,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,239.3170175859519,412,2357,2093
202000000000.0,20200000000000.0,2,2015,1,12892,1320402,31454,LAX,US,6,CA,California,74,13198,1288903,30693,BNA,US,32,UT,Illinois,41,JAX:MDW:LAX,91:92,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,2,524.4894073243516,785,2208,2042
202000000000.0,20200000000000.0,1,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,13296,1501603,30466,STL,US,48,AZ,Texas,74,EWR:HOU:LAX,64:74,0,WN,0,WN,WN,WN,WN,0,2,2,2,2,78.7132172070208,558,733,713
202000000000.0,20200000000000.0,1,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,13198,1501603,33198,DAL,US,48,AZ,Missouri,91,MCO:MCI,33:64,0,WN,0,WN,WN,WN,WN,0,1,2,2,2,89.56174517555833,611,722,1045
202000000000.0,20200000000000.0,1,2015,1,13198,1319801,33198,LAX,US,29,MO,Missouri,64,15016,1474703,31454,BUF,US,6,CA,California,33,MCI:MCO,64:33:00,0,WN,0,WN,WN,WN,WN,0,2,2,2,3,178.17953231286992,1081,1631,1256
202000000000.0,20200000000000.0,2,2015,1,14635,1484304,33198,MCI,US,29,MO,Missouri,64,12892,1457002,32457,MDW,US,6,CA,California,81,LGA:MDW:ATL,33:41:00,0,WN:WN,0,WN:WN,WN,WN,WN,0,71,2,2,3,288.2629836273193,1147,1877,1840
202000000000.0,20200000000000.0,1,2015,1,11259,1289605,33158,LBB,US,48,TX,Texas,74,12191,1219102,31453,HOU,US,48,TX,Texas,74,MAF:DAL:HOU,74:74:74,0,WN,0,WN,WN,WN,WN,0,1,2,2,1,179.62715399857422,457,593,385
202000000000.0,20200000000000.0,2,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,13198,1319801,33198,STL,US,29,AZ,Missouri,64,MCO:STL:TUL,33:64,0,WN,0,WN:WN,WN,WN,WN,0,2,2,2,1,102.44799486374646,336,722,1182
202000000000.0,20200000000000.0,2,2015,1,13204,1320402,31454,MCO,US,12,FL,Florida,33,13296,1501603,34614,MSP,US,29,AZ,Minnesota,43,EWR:HOU:LAX,22:74:91,0,WN,0,WN:WN,WN,WN,WN,0,3,2,2,2,72.64125287593227,522,736,778
202000000000.0,20200000000000.0,1,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,12889,1319801,31454,LIT,US,12,FL,Florida,33,LAX:SFO,64:33:00,0,WN,0,WN,WN,WN,WN,0,1,2,2,3,121.64642935814716,1333,1089,931
202000000000.0,20200000000000.0,1,2015,1,12953,1295302,31703,MDW,US,36,NY,Florida,22,14107,1289203,32575,LAX,US,48,TX,Texas,91,LIT:LAS:ONT,91:91,0,WN,0,WN,WN,WN,WN,0,1,2,2,2,105.737130327617,556,1062,686
202000000000.0,20200000000000.0,2,2015,1,12892,1289203,32575,LAX,US,6,CA,California,91,13198,1323202,32575,BNA,US,17,IL,Illinois,41,MCI:HOU,22:41:33,0,WN:WN,0,WN:WN,WN,WN,WN,0,1,2,2,1,250.46202650043688,772,2342,2081
202000000000.0,20200000000000.0,1,2015,1,12953,1323202,31703,LAX,US,6,CA,California,91,11278,1289203,31423,MCI,US,51,MO,Virginia,38,IND:MCO,45:91,0,WN,0,WN,WN,WN,WN,0,1,2,2,2,259.5495920029897,1322,1124,1041
